"   ";"CASEWHENSUBSTR(ART.TXT_ISSN_IS"
"13766";"2531-0437"
"13767";"0003-8504"
"13768";"2448-1947"
"13769";"1609-9044"
"13770";"2211-3819"
"13771";"2300-6986"
"13772";"1518-2497"
"13773";"1037-196X"
"13774";"2349-3305"
"13775";"1050-4109"
"13776";"2341-3808"
"13777";"2447-4681"
"13778";"1435-6481"
"13779";"0809-781X"
"13780";"1806-263X"
"13781";"2395-5775"
"13782";"2076-3166"
"13783";"2300-1114"
"13784";"1916-9688"
"13785";"2616-2105"
"13786";"2316-2953"
"13787";"2452-3011"
"13788";"2448-2625"
"13789";"0719-5451"
"13790";"2477-9407"
"13791";"1469-5812"
"13792";"2330-1341"
"13793";"2410-0439"
"13794";"2317-6417"
"13795";"3218-728X"
"13796";"2471-0601"
"13797";"1952-4005"
"13798";"1806-6267"
"13799";"1544-3566"
"13800";"2183-6892"
"13801";"0856-6739"
"13802";"2157-9687"
"13803";"2491-1437"
"13804";"2342-7957"
"13805";"0035-8533"
"13806";"2352-5878"
"13807";"2446-7162"
"13808";"2277-0585"
"13809";"0377-4953"
"13810";"2070-4755"
"13811";"2380-5544"
"13812";"2371-2112"
"13813";"2446-7871"
"13814";"2673-1255"
"13815";"2476-5503"
"13816";"2213-476X"
"13817";"2110-5251"
"13818";"1938-288X"
"13819";"5523-0776"
"13820";"1981-1475"
"13821";"1805-4196"
"13822";"2448-0665"
"13823";"2318-6585"
"13824";"1647-9440"
"13825";"2001-0993"
"13826";"2057-519X"
"13827";"1982-1116"
"13828";"8433-0386"
"13829";"2447-1429"
"13830";"9788-5392"
"13831";"2007-8145"
"13832";"9788-4942"
"13833";"2473-0661"
"13834";"2317-2609"
"13835";"2526-4176"
"13836";"1751-8792"
"13837";"2526-1606"
"13838";"1558-9368"
"13839";"1099-145X"
"13840";"2189-0102"
"13841";"2055-6659"
"13842";"1806-6699"
"13843";"1548-3592"
"13844";"3456-9992"
"13845";"1870-8196"
"13846";"2379-0248"
"13847";"8015-0391"
"13848";"1880-4276"
"13849";"2477-9555"
"13850";"2014-0569"
"13851";"2256-4160"
"13852";"0130-7196"
"13853";"1740-2360"
"13854";"0261-2193"
"13855";"2695-6880"
"13856";"2193-8229"
"13857";"0029-196X"
"13858";"2398-8096"
"13859";"2209-6389"
"13860";"1984-0713"
"13861";"1867-4941"
"13862";"2340-8812"
"13863";"2325-1638"
"13864";"2379-3694"
"13865";"1442-8903"
"13866";"1012-9405"
"13867";"2394-4714"
"13868";"2367-7414"
"13869";"1665-014X"
"13870";"2525-2968"
"13871";"2219-2133"
"13872";"1558-0938"
"13873";"1678-3483"
"13874";"1477-1756"
"13875";"2337-7506"
"13876";"2016-0529"
"13877";"2234-4772"
"13878";"0976-7568"
"13879";"1941-0026"
"13880";"2320-0774"
"13881";"1751-3472"
"13882";"2477-2016"
"13883";"2448-2110"
"13884";"1679-678X"
"13885";"1807-1056"
"13886";"2313-9137"
"13887";"2279-042X"
"13888";"1726-6890"
"13889";"2408-6886"
"13890";"1437-3253"
"13891";"2473-0653"
"13892";"1925-0169"
"13893";"2347-2278"
"13894";"2313-2124"
"13895";"2446-4961"
"13896";"2398-6700"
"13897";"2728-2627"
"13898";"1517-8384"
"13899";"1981-442X"
"13900";"2178-0218"
"13901";"2163-0453"
"13902";"2264-6000"
"13903";"2448-3516"
"13904";"1472-9679"
"13905";"0013-0583"
"13906";"1939-9154"
"13907";"2448-0436"
"13908";"1747-7751"
"13909";"2314-1581"
"13910";"1724-2134"
"13911";"2414-6641"
"13912";"2318-4426"
"13913";"2357-3724"
"13914";"2467-6615"
"13915";"2448-1696"
"13916";"2446-7421"
"13917";"2317-6145"
"13918";"1897-1775"
"13919";"2376-9424"
"13920";"2448-1267"
"13921";"2455-5495"
"13922";"2471-139X"
"13923";"1062-2551"
"13924";"1133-9829"
"13925";"1614-9939"
"13926";"2320-9356"
"13927";"2446-6272"
"13928";"0003-5815"
"13929";"1434-4904"
"13930";"2717-8469"
"13931";"1543-5474"
"13932";"2175-9140"
"13933";"2057-0198"
"13934";"2466-1392"
"13935";"0174-7398"
"13936";"1314-0027"
"13937";"2454-7999"
"13938";"1409-6099"
"13939";"2536-1753"
"13940";"2108-5199"
"13941";"2525-6521"
"13942";"2379-2949"
"13943";"2095-2430"
"13944";"2179-1739"
"13945";"2525-6793"
"13946";"2007-4360"
"13947";"2233-6842"
"13948";"1460-1559"
"13949";"0101-7773"
"13950";"2193-2409"
"13951";"1938-5307"
"13952";"1027-2860"
"13953";"0755-7752"
"13954";"2595-9840"
"13955";"0032-4728"
"13956";"0104-6479"
"13957";"2525-6890"
"13958";"1726-3522"
"13959";"1634-0583"
"13960";"2527-225X"
"13961";"8550-5567"
"13962";"9780-9576"
"13963";"2241-7443"
"13964";"2327-2511"
"13965";"9788-5628"
"13966";"0124-4035"
"13967";"2063-8825"
"13968";"2307-3705"
"13969";"2500-7793"
"13970";"2318-9029"
"13971";"0310-7833"
"13972";"1416-8284"
"13973";"2408-1779"
"13974";"2359-1786"
"13975";"0378-432X"
"13976";"1234-1257"
"13977";"2525-7803"
"13978";"2357-7058"
"13979";"1250-1258"
"13980";"2558-6478"
"13981";"1583-3186"
"13982";"2446-7376"
"13983";"1388-3445"
"13984";"2333-7109"
"13985";"2473-5477"
"13986";"0973-6042"
"13987";"1984-7741"
"13988";"1614-7456"
"13989";"0948-8257"
"13990";"2525-362X"
"13991";"1875-8452"
"13992";"2458-8199"
"13993";"2595-2102"
"13994";"2448-5020"
"13995";"2234-0726"
"13996";"1942-1247"
"13997";"2320-9798"
"13998";"2083-828X"
"13999";"2331-513X"
"14000";"1416-2605"
"14001";"2476-2016"
"14002";"2377-0813"
"14003";"2525-4855"
"14004";"1250-4165"
"14005";"2411-9717"
"14006";"0014-0759"
"14007";"2667-0665"
"14008";"2358-9531"
"14009";"2526-415X"
"14010";"2575-9760"
"14011";"2333-6633"
"14012";"2349-0918"
"14013";"2447-7118"
"14014";"1852-8708"
"14015";"1615-6714"
"14016";"0373-3113"
"14017";"1069-1074"
"14018";"1981-9863"
"14019";"1909-6704"
"14020";"2452-2929"
"14021";"2230-3162"
"14022";"2373-9436"
"14023";"1474-0044"
"14024";"1805-0560"
"14025";"2236-5157"
"14026";"2394-076X"
"14027";"1808-6863"
"14028";"1679-2030"
"14029";"0425-368X"
"14030";"1984-6627"
"14031";"1646-9542"
"14032";"0256-7679"
"14033";"2525-5878"
"14034";"1825-8301"
"14035";"2591-555X"
"14036";"2526-1282"
"14037";"1677-7750"
"14038";"2215-2504"
"14039";"2041-3335"
"14040";"2526-0235"
"14041";"2007-5928"
"14042";"2237-9496"
"14043";"1009-9815"
"14044";"0803-9410"
"14045";"2476-468X"
"14046";"2526-4761"
"14047";"2236-4442"
"14048";"1818-2909"
"14049";"1600-0120"
"14050";"2055-7159"
"14051";"2447-7272"
"14052";"2525-9628"
"14053";"2046-2336"
"14054";"1523-1585"
"14055";"1221-9762"
"14056";"0038-4283"
"14057";"2310-4236"
"14058";"2448-7333"
"14059";"2573-3729"
"14060";"2530-7878"
"14061";"1124-0172"
"14062";"2154-8919"
"14063";"1982-8413"
"14064";"1874-8341"
"14065";"2410-387X"
"14066";"0718-5898"
"14067";"1807-0702"
"14068";"0357-7630"
"14069";"1544-4759"
"14070";"2104-3728"
"14071";"1983-7160"
"14072";"1894-7505"
"14073";"1813-0054"
"14074";"2526-5946"
"14075";"0976-5131"
"14076";"1677-1509"
"14077";"1519-9711"
"14078";"2195-7665"
"14079";"2178-7521"
"14080";"2117-7155"
"14081";"1123-5713"
"14082";"2525-9849"
"14083";"1415-5676"
"14084";"2316-2373"
"14085";"0120-1166"
"14086";"2448-1300"
"14087";"1179-5689"
"14088";"2526-2920"
"14089";"2643-1564"
"14090";"1554-0170"
"14091";"1751-5858"
"14092";"1748-748X"
"14093";"2525-6823"
"14094";"2526-2262"
"14095";"2525-9024"
"14096";"2313-2348"
"14097";"2364-9302"
"14098";"2455-4197"
"14099";"2056-7944"
"14100";"2087-1228"
"14101";"1984-3586"
"14102";"2770-1021"
"14103";"9788-569X"
"14104";"2456-1436"
"14105";"0102-0332"
"14106";"2007-7467"
"14107";"1863-2300"
"14108";"2194-6108"
"14109";"1547-5653"
"14110";"1984-2964"
"14111";"2027-212X"
"14112";"2250-7663"
"14113";"0537-197X"
"14114";"2525-9396"
"14115";"2090-6501"
"14116";"1756-1663"
"14117";"2526-0928"
"14118";"1886-1891"
"14119";"2027-5137"
"14120";"1763-718X"
"14121";"2519-9390"
"14122";"2318-7018"
"14123";"2090-6390"
"14124";"2526-3994"
"14125";"9292-888X"
"14126";"2320-8090"
"14127";"2311-7303"
"14128";"1947-6043"
"14129";"2225-8833"
"14130";"0047-8211"
"14131";"1807-4970"
"14132";"2095-025X"
"14133";"3621-3620"
"14134";"2316-6660"
"14135";"1529-1456"
"14136";"2316-0518"
"14137";"1920-1818"
"14138";"2525-970X"
"14139";"2730-5988"
"14140";"2476-2431"
"14141";"2451-0491"
"14142";"9999-0113"
"14143";"2675-5238"
"14144";"2475-4706"
"14145";"2383-2525"
"14146";"2178-9762"
"14147";"2462-960X"
"14148";"1436-7270"
"14149";"1391-3646"
"14150";"2473-1889"
"14151";"2526-3900"
"14152";"2526-513X"
"14153";"2473-1900"
"14154";"2153-9553"
"14155";"1395-4000"
"14156";"2309-1622"
"14157";"1997-5902"
"14158";"2500-0462"
"14159";"1816-8450"
"14160";"1467-9361"
"14161";"2464-4161"
"14162";"1676-4774"
"14163";"2525-748X"
"14164";"2210-8823"
"14165";"1547-2701"
"14166";"2179-472X"
"14167";"1528-4862"
"14168";"2015-9415"
"14169";"2526-5148"
"14170";"1809-163X"
"14171";"1412-0963"
"14172";"1307-1637"
"14173";"2526-7749"
"14174";"2448-6303"
"14175";"2526-5865"
"14176";"1879-0631"
"14177";"1984-6932"
"14178";"2381-9685"
"14179";"9788-7203"
"14180";"2474-3658"
"14181";"2305-2430"
"14182";"2357-9666"
"14183";"2204-2091"
"14184";"9788-4160"
"14185";"2628-0004"
"14186";"2351-9916"
"14187";"0208-1443"
"14188";"2868-8235"
"14189";"1913-9659"
"14190";"2050-6910"
"14191";"2304-5827"
"14192";"1583-3410"
"14193";"2475-529X"
"14194";"2525-6556"
"14195";"2415-0371"
"14196";"1556-6757"
"14197";"1279-5037"
"14198";"1747-5074"
"14199";"1676-1444"
"14200";"1715-9261"
"14201";"2572-102X"
"14202";"2526-7507"
"14203";"1585-5112"
"14204";"1751-9578"
"14205";"2299-0518"
"14206";"1755-3245"
"14207";"0474-6805"
"14208";"2095-8293"
"14209";"1479-5939"
"14210";"2539-1137"
"14211";"0945-6570"
"14212";"2526-7655"
"14213";"1983-6562"
"14214";"2310-550X"
"14215";"5505-3856"
"14216";"0103-403X"
"14217";"2374-6912"
"14218";"1249-1929"
"14219";"2470-4067"
"14220";"2456-0154"
"14221";"2792-8371"
"14222";"2432-0374"
"14223";"2358-7172"
"14224";"2526-6586"
"14225";"2447-5114"
"14226";"2526-933X"
"14227";"1809-3680"
"14228";"0475-1906"
"14229";"2236-478X"
"14230";"1872-5120"
"14231";"0111-2016"
"14232";"2349-2519"
"14233";"2378-5394"
"14234";"0175-915X"
"14235";"1755-635X"
"14236";"1111-3333"
"14237";"1883-2125"
"14238";"1853-6352"
"14239";"2616-4689"
"14240";"0144-4565"
"14241";"2525-1223"
"14242";"0149-1500"
"14243";"2354-323X"
"14244";"2572-8997"
"14245";"1558-8025"
"14246";"2424-8487"
"14247";"2278-179X"
"14248";"1471-2163"
"14249";"2396-9873"
"14250";"3519-3824"
"14251";"1878-7401"
"14252";"2359-3563"
"14253";"1135-7606"
"14254";"1520-670X"
"14255";"2311-3952"
"14256";"2236-1419"
"14257";"2339-5478"
"14258";"2399-5300"
"14259";"2379-1292"
"14260";"2317-6113"
"14261";"2572-4134"
"14262";"1510-423X"
"14263";"2418-7336"
"14264";"2471-9897"
"14265";"2196-6907"
"14266";"1807-1660"
"14267";"2356-7589"
"14268";"2526-7337"
"14269";"2237-9410"
"14270";"1809-5152"
"14271";"2177-368X"
"14272";"2475-7462"
"14273";"1072-669X"
"14274";"2455-1996"
"14275";"2353-9003"
"14276";"1131-883X"
"14277";"2016-0526"
"14278";"2249-9520"
"14279";"2358-8926"
"14280";"0037-783X"
"14281";"2175-7380"
"14282";"2475-6326"
"14283";"2414-3456"
"14284";"2167-1206"
"14285";"2526-8252"
"14286";"1365-2303"
"14287";"2573-8585"
"14288";"2396-8923"
"14289";"2455-2259"
"14290";"1886-9335"
"14291";"2391-9531"
"14292";"1725-6739"
"14293";"0719-8507"
"14294";"2238-6488"
"14295";"2447-0763"
"14296";"2167-4817"
"14297";"1984-2338"
"14298";"2572-6560"
"14299";"2448-4687"
"14300";"2521-2109"
"14301";"2329-0870"
"14302";"2352-4316"
"14303";"2472-0437"
"14304";"1980-7781"
"14305";"2336-3165"
"14306";"2366-1674"
"14307";"2499-7641"
"14308";"2581-4923"
"14309";"2446-4848"
"14310";"2554-4018"
"14311";"2475-5451"
"14312";"2525-409X"
"14313";"2176-1093"
"14314";"2521-3768"
"14315";"2318-8588"
"14316";"2451-9685"
"14317";"2340-0013"
"14318";"2456-6527"
"14319";"2387-0273"
"14320";"2525-968X"
"14321";"1983-927X"
"14322";"1807-8211"
"14323";"2348-7925"
"14324";"2096-0042"
"14325";"2572-7931"
"14326";"2183-7783"
"14327";"2350-7497"
"14328";"2371-5243"
"14329";"2447-8113"
"14330";"1469-2139"
"14331";"0870-3118"
"14332";"2352-4642"
"14333";"1000-001X"
"14334";"2573-542X"
"14335";"1984-7133"
"14336";"2375-1665"
"14337";"2364-5733"
"14338";"1983-3369"
"14339";"2675-9950"
"14340";"2573-0142"
"14341";"1645-1385"
"14342";"2526-5997"
"14343";"1806-4680"
"14344";"0253-1673"
"14345";"9788-8627"
"14346";"2573-1254"
"14347";"2525-1988"
"14348";"2313-9528"
"14349";"2526-8651"
"14350";"2526-9437"
"14351";"2447-019X"
"14352";"2344-4959"
"14353";"2594-3855"
"14354";"2383-0522"
"14355";"2168-6602"
"14356";"2530-805X"
"14357";"0705-1085"
"14358";"1123-1154"
"14359";"2526-8619"
"14360";"2125-2926"
"14361";"2357-4720"
"14362";"0165-1587"
"14363";"2145-3381"
"14364";"2037-3910"
"14365";"2527-0251"
"14366";"2573-2919"
"14367";"1013-8471"
"14368";"5448-265X"
"14369";"1675-2584"
"14370";"2588-3623"
"14371";"2545-6490"
"14372";"2522-7270"
"14373";"1756-3062"
"14374";"1753-8068"
"14375";"2359-2966"
"14376";"1894-4840"
"14377";"1934-1822"
"14378";"1067-0016"
"14379";"2532-6899"
"14380";"2595-7376"
"14381";"1035-6908"
"14382";"1460-3799"
"14383";"2526-0782"
"14384";"1735-6813"
"14385";"3217-2347"
"14386";"2247-794X"
"14387";"2316-8684"
"14388";"1982-4219"
"14389";"9788-4901"
"14390";"2359-4128"
"14391";"2594-4509"
"14392";"0028-9825"
"14393";"1477-7622"
"14394";"2595-8887"
"14395";"0018-2311"
"14396";"1852-9348"
"14397";"2095-7513"
"14398";"9857-2525"
"14399";"2183-4725"
"14400";"0104-2017"
"14401";"1647-5473"
"14402";"1981-4978"
"14403";"2904-6035"
"14404";"2398-5399"
"14405";"2213-4778"
"14406";"1349-0648"
"14407";"2513-9231"
"14408";"1134-2838"
"14409";"1939-4691"
"14410";"2468-6859"
"14411";"2558-1980"
"14412";"2226-3063"
"14413";"2008-6954"
"14414";"1608-3431"
"14415";"2574-2426"
"14416";"9788-5885"
"14417";"2013-2016"
"14418";"2640-2343"
"14419";"2449-1586"
"14420";"2237-5584"
"14421";"1450-1381"
"14422";"2542-4823"
"14423";"0716-9728"
"14424";"1178-6264"
"14425";"2576-3229"
"14426";"2764-054X"
"14427";"0272-930X"
"14428";"9999-99 X"
"14429";"2206-3552"
"14430";"2314-3899"
"14431";"2675-2999"
"14432";"1536-5549"
"14433";"2398-3345"
"14434";"0365-7485"
"14435";"2532-6619"
"14436";"1063-2031"
"14437";"2456-2319"
"14438";"2193-8210"
"14439";"2164-1625"
"14440";"2591-8036"
"14441";"2594-6447"
"14442";"2574-8092"
"14443";"2542-0240"
"14444";"2238-6930"
"14445";"1358-2804"
"14446";"2211-5056"
"14447";"2316-5550"
"14448";"2466-4294"
"14449";"1432-9077"
"14450";"1729-8164"
"14451";"1940-3496"
"14452";"8238-3759"
"14453";"1479-1803"
"14454";"2192-0012"
"14455";"2017-0046"
"14456";"1809-8271"
"14457";"1549-5426"
"14458";"1348-0685"
"14459";"1944-1436"
"14460";"0076-9436"
"14461";"2773-7427"
"14462";"1521-0723"
"14463";"2497-1219"
"14464";"1049-7315"
"14465";"2175-6674"
"14466";"0390-5195"
"14467";"2105-2581"
"14468";"2221-0939"
"14469";"2456-981X"
"14470";"2475-8841"
"14471";"2594-7559"
"14472";"2250-0057"
"14473";"2708-2740"
"14474";"2394-6709"
"14475";"2595-1025"
"14476";"0378-7680"
"14477";"2318-7908"
"14478";"1315-883X"
"14479";"1995-0268"
"14480";"0719-8906"
"14481";"2376-7626"
"14482";"2525-8767"
"14483";"2594-8032"
"14484";"0741-1235"
"14485";"6583-7616"
"14486";"1984-3800"
"14487";"1698-7624"
"14488";"0972-2696"
"14489";"2358-2703"
"14490";"0033-4413"
"14491";"1751-9683"
"14492";"2281-9347"
"14493";"2576-4454"
"14494";"1465-329X"
"14495";"7760-6029"
"14496";"2062-2597"
"14497";"2090-7184"
"14498";"1692-374X"
"14499";"1982-370X"
"14500";"1517-779X"
"14501";"2568-7336"
"14502";"2448-0857"
"14503";"2525-8559"
"14504";"0978-0085"
"14505";"2573-4989"
"14506";"2305-8862"
"14507";"2379-054X"
"14508";"2526-7446"
"14509";"0254-8453"
"14510";"2237-6589"
"14511";"2594-9195"
"14512";"1938-2057"
"14513";"2016-0056"
"14514";"1848-8919"
"14515";"2532-411X"
"14516";"2165-8110"
"14517";"2161-4695"
"14518";"2248-4337"
"14519";"2183-0894"
"14520";"2338-1465"
"14521";"2523-6601"
"14522";"1040-8754"
"14523";"1759-7323"
"14524";"2525-7404"
"14525";"1952-5153"
"14526";"2187-4506"
"14527";"2526-8406"
"14528";"4831-4837"
"14529";"8756-6575"
"14530";"2675-2298"
"14531";"2326-333X"
"14532";"2545-8418"
"14533";"0147-0272"
"14534";"1015-4833"
"14535";"2108-6478"
"14536";"1115-2613"
"14537";"0149-144X"
"14538";"2586-6583"
"14539";"2064-2849"
"14540";"1644-9584"
"14541";"2344-4967"
"14542";"2594-9101"
"14543";"2595-752X"
"14544";"2226-9577"
"14545";"0719-7713"
"14546";"2488-2609"
"14547";"2193-9616"
"14548";"2539-147X"
"14549";"2590-7379"
"14550";"2594-7982"
"14551";"2055-5911"
"14552";"2183-0797"
"14553";"2317-3463"
"14554";"2204-0226"
"14555";"2234-6163"
"14556";"2249-796X"
"14557";"2363-6033"
"14558";"2595-0223"
"14559";"1147-1152"
"14560";"2177-8700"
"14561";"0000-0140"
"14562";"2215-3470"
"14563";"0010-0010"
"14564";"2088-8597"
"14565";"1930-532X"
"14566";"2595-1858"
"14567";"2394-0859"
"14568";"2236-6278"
"14569";"2322-0023"
"14570";"2575-1573"
"14571";"1630-2206"
"14572";"2390-0067"
"14573";"2333-6676"
"14574";"2772-283X"
"14575";"0038-9145"
"14576";"2217-2521"
"14577";"1091-1421"
"14578";"2589-7349"
"14579";"1827-8361"
"14580";"1432-0940"
"14581";"1471-5880"
"14582";"2595-2064"
"14583";"2594-7311"
"14584";"2381-8549"
"14585";"2594-6714"
"14586";"9003-9696"
"14587";"2158-5881"
"14588";"2763-5449"
"14589";"1254-6321"
"14590";"2194-9179"
"14591";"2334-8666"
"14592";"2077-2098"
"14593";"2560-6018"
"14594";"5124-8957"
"14595";"1471-4175"
"14596";"2559-8201"
"14597";"2314-3576"
"14598";"1880-6477"
"14599";"2527-1059"
"14600";"1552-9045"
"14601";"0588-3237"
"14602";"2332-4260"
"14603";"2595-1696"
"14604";"1983-734X"
"14605";"2239-3667"
"14606";"1985-381X"
"14607";"2272-9852"
"14608";"2316-2661"
"14609";"0874-2405"
"14610";"2523-6610"
"14611";"2595-6892"
"14612";"2321-1792"
"14613";"2117-4404"
"14614";"2397-9070"
"14615";"2163-0933"
"14616";"1878-6529"
"14617";"0956-8271"
"14618";"1876-9055"
"14619";"2474-0527"
"14620";"2468-0834"
"14621";"1808-686X"
"14622";"2360-2406"
"14623";"2196-9647"
"14624";"1309-6222"
"14625";"2310-3632"
"14626";"1443-6124"
"14627";"5386-5966"
"14628";"2405-8033"
"14629";"1969-6728"
"14630";"2396-9881"
"14631";"1413-1963"
"14632";"2595-0738"
"14633";"2043-9989"
"14634";"2415-5614"
"14635";"1469-9044"
"14636";"1461-3484"
"14637";"1997-2017"
"14638";"1980-0615"
"14639";"0412-3662"
"14640";"2364-821X"
"14641";"2385-4650"
"14642";"1909-7050"
"14643";"2639-0574"
"14644";"0004-9173"
"14645";"2588-1019"
"14646";"1860-711X"
"14647";"2470-9239"
"14648";"2358-047X"
"14649";"2581-5423"
"14650";"1946-584X"
"14651";"0104-1716"
"14652";"1949-3045"
"14653";"1999-2018"
"14654";"2573-2188"
"14655";"2497-0107"
"14656";"2581-4745"
"14657";"6694-3301"
"14658";"2503-2521"
"14659";"4579-2133"
"14660";"2595-0592"
"14661";"2448-7880"
"14662";"1646-5725"
"14663";"2536-5703"
"14664";"2350-6303"
"14665";"1583-4387"
"14666";"1678-984X"
"14667";"2595-0894"
"14668";"2336-9686"
"14669";"2572-3162"
"14670";"2358-3033"
"14671";"2122-8540"
"14672";"2055-6837"
"14673";"2237-3854"
"14674";"2455-8346"
"14675";"2793-2806"
"14676";"0973-7677"
"14677";"2334-3486"
"14678";"2447-5256"
"14679";"2178-1035"
"14680";"2169-5725"
"14681";"1807-2528"
"14682";"2394-0417"
"14683";"2515-4737"
"14684";"1558-5727"
"14685";"1679-5962"
"14686";"2473-2397"
"14687";"2595-7287"
"14688";"1612-5118"
"14689";"2381-7437"
"14690";"1390-6143"
"14691";"2041-3017"
"14692";"2578-4676"
"14693";"1989-3531"
"14694";"2472-8721"
"14695";"1756-5391"
"14696";"0238-5409"
"14697";"1197-9751"
"14698";"1460-3675"
"14699";"2313-7673"
"14700";"2595-4016"
"14701";"0991-1785"
"14702";"2447-6366"
"14703";"2471-3082"
"14704";"1518-055X"
"14705";"2594-746X"
"14706";"2173-5735"
"14707";"1537-6959"
"14708";"2176-9475"
"14709";"2595-5780"
"14710";"2422-6483"
"14711";"2532-9871"
"14712";"2167-387X"
"14713";"1051-3035"
"14714";"1837-3793"
"14715";"2168-9695"
"14716";"8670-2016"
"14717";"2178-2299"
"14718";"1917-2017"
"14719";"2412-0286"
"14720";"2177-811X"
"14721";"2511-9044"
"14722";"2250-267X"
"14723";"1810-911X"
"14724";"7192-9709"
"14725";"1678-445X"
"14726";"2526-6269"
"14727";"2310-5380"
"14728";"1565-5512"
"14729";"2394-966X"
"14730";"2595-4434"
"14731";"3018-8863"
"14732";"1218-7233"
"14733";"2013-5246"
"14734";"0340-4404"
"14735";"2050-6414"
"14736";"1432-8224"
"14737";"2247-9292"
"14738";"2065-9652"
"14739";"2565-1781"
"14740";"1475-2743"
"14741";"2673-7256"
"14742";"2411-2993"
"14743";"2858-2782"
"14744";"2463-1469"
"14745";"0031-7454"
"14746";"1901-2276"
"14747";"2158-5857"
"14748";"2576-1447"
"14749";"1682-2455"
"14750";"2630-5771"
"14751";"1809-8143"
"14752";"2637-4544"
"14753";"2526-8260"
"14754";"2238-2182"
"14755";"2076-0752"
"14756";"2887-7613"
"14757";"2522-5061"
"14758";"2446-8324"
"14759";"2595-6868"
"14760";"2177-1312"
"14761";"2334-7570"
"14762";"2518-3370"
"14763";"1558-3066"
"14764";"2318-7077"
"14765";"1990-4679"
"14766";"6199-0817"
"14767";"0016-510X"
"14768";"0772-084X"
"14769";"2595-489X"
"14770";"1948-519X"
"14771";"2475-6725"
"14772";"1989-4551"
"14773";"2175-5960"
"14774";"2102-6629"
"14775";"1986-0599"
"14776";"1536-4801"
"14777";"2176-5457"
"14778";"1680-9041"
"14779";"9788-5459"
"14780";"2565-4053"
"14781";"3147-0813"
"14782";"2333-9983"
"14783";"2471-2906"
"14784";"1881-1109"
"14785";"2573-5454"
"14786";"2018-0607"
"14787";"2595-6795"
"14788";"1989-850X"
"14789";"2595-8178"
"14790";"2426-6760"
"14791";"1988-3935"
"14792";"2320-7036"
"14793";"2591-5339"
"14794";"2358-7840"
"14795";"2500-3070"
"14796";"2349-6215"
"14797";"2474-9621"
"14798";"1889-6251"
"14799";"1982-8612"
"14800";"0732-9113"
"14801";"1168-1109"
"14802";"1993-6079"
"14803";"2591-5495"
"14804";"2637-6245"
"14805";"2522-9400"
"14806";"2638-5171"
"14807";"2638-2202"
"14808";"1982-1002"
"14809";"1519-4916"
"14810";"2585-8807"
"14811";"2377-1372"
"14812";"2640-1312"
"14813";"2456-351X"
"14814";"9788-5939"
"14815";"2474-3941"
"14816";"2152-4092"
"14817";"2155-6873"
"14818";"2350-6902"
"14819";"2578-4838"
"14820";"2595-7945"
"14821";"0212-7636"
"14822";"0957-4823"
"14823";"2452-4433"
"14824";"2312-0223"
"14825";"2358-832X"
"14826";"1943-0671"
"14827";"2576-9662"
"14828";"2595-8712"
"14829";"1777-9006"
"14830";"2687-8100"
"14831";"1911-4281"
"14832";"2595-9093"
"14833";"2312-7481"
"14834";"2565-8763"
"14835";"2477-9148"
"14836";"2537-4447"
"14837";"2617-8621"
"14838";"2595-2307"
"14839";"2369-1999"
"14840";"2395-0544"
"14841";"1852-6098"
"14842";"0104-1298"
"14843";"0021-3454"
"14844";"2595-8925"
"14845";"2595-9662"
"14846";"7571-2584"
"14847";"2346-2426"
"14848";"2448-1351"
"14849";"2311-777X"
"14850";"1563-5333"
"14851";"0102-332X"
"14852";"9781-9842"
